,Origin,Dest,Distance
3237,MIA,BNA,1299.8243781
3238,MIA,BOS,2028.91676394
3239,MIA,BWI,1526.41074522
3240,MIA,CLE,1743.1450736
3241,MIA,CLT,1049.7245263
3242,MIA,CMH,1598.34403892
3243,MIA,CVG,1530.07373835
3244,MIA,DCA,1484.05897616
3245,MIA,DEN,2749.56641521
3246,MIA,DFW,1802.73643618
3247,MIA,DTW,1847.66025517
3248,MIA,EGE,2912.2271913
3249,MIA,EWR,1751.13996667
3250,MIA,FLL,33.9907671252
3251,MIA,GSO,1146.66033006
3252,MIA,IAD,1486.62663494
3253,MIA,IAH,1549.89919188
3254,MIA,IND,1646.37038609
3255,MIA,JAX,540.513405222
3256,MIA,JFK,1757.66033802
3257,MIA,LAS,3495.27375247
3258,MIA,LAX,3763.81865762
3259,MIA,LGA,1768.93008059
3260,MIA,MCI,2015.81086637
3261,MIA,MCO,310.065946547
3262,MIA,MDW,1905.96290455
3263,MIA,MEM,1384.64937727
3264,MIA,MSP,2418.82555443
3265,MIA,MSY,1084.93674323
3266,MIA,ORD,1930.6441985
3267,MIA,ORF,1294.07602253
3268,MIA,PHL,1634.75041543
3269,MIA,PHX,3169.22643506
3270,MIA,PIT,1634.88894198
3271,MIA,RDU,1130.78485883
3272,MIA,RIC,1332.51728453
3273,MIA,SDF,1469.06514928
3274,MIA,SEA,4380.85823618
3275,MIA,SFO,4154.99866853
3276,MIA,SJU,1682.5409077
3277,MIA,STL,1722.23746548
3278,MIA,STT,1781.42173698
3279,MIA,STX,1833.90992557
3280,MIA,TPA,329.254494298
3281,MIA,XNA,1769.93790187
3282,MKC,MKE,704.393614558
3283,MKE,ABE,1062.80359652
3284,MKE,ALB,1148.30026318
3285,MKE,ATL,1078.69252061
3286,MKE,BDL,1252.04179776
3287,MKE,BHM,1048.54507745
3288,MKE,BUF,745.821500294
3289,MKE,BWI,1029.81771375
3290,MKE,CLE,526.719520461
3291,MKE,CLT,1048.1105504
3292,MKE,CMH,530.47848726
3293,MKE,COS,1483.44257319
3294,MKE,CVG,511.26400393
3295,MKE,DEN,1438.4377523
3296,MKE,DFW,1374.00590284
3297,MKE,DTW,380.916269871
3298,MKE,EWR,1163.83339219
3299,MKE,GJT,1777.46046151
3300,MKE,GSP,1020.89641184
3301,MKE,IAH,1586.56955758
3302,MKE,LAS,2447.74163807
3303,MKE,LAX,2821.48141557
3304,MKE,LNK,769.45906534
3305,MKE,MCI,700.399969895
3306,MKE,MCN,1199.64793613
3307,MKE,MCO,1719.54369082
3308,MKE,MDW,129.707818543
3309,MKE,MEM,897.36396967
3310,MKE,MGM,1191.53436866
3311,MKE,MKC,704.393614558
3312,MKE,MQT,380.960556209
3313,MKE,MSN,119.076288061
3314,MKE,MSP,477.753572533
3315,MKE,OMA,684.335047991
3316,MKE,ORD,107.741461058
3317,MKE,PHL,1108.48170022
3318,MKE,PHX,2347.23256567
3319,MKE,PIT,692.078065504
3320,MKE,RDU,1108.26029213
3321,MKE,ROA,918.307516691
3322,MKE,RSW,1908.3468678
3323,MKE,SGF,787.35263317
3324,MKE,SLC,2002.1287485
3325,MKE,TPA,1733.74883032
3326,MKE,TWF,2164.69963842
3327,MLB,ATL,713.513833886
3328,MLB,CVG,1272.92739251
3329,MLB,DCA,1241.29747366
3330,MLB,LGA,1539.32487803
3331,MLB,MCO,74.4856364539
3332,MLI,ATL,1020.36486294
3333,MLI,CVG,562.875304264
3334,MLI,DEN,1206.9103827
3335,MLI,DFW,1112.63761425
3336,MLI,DTW,598.80674405
3337,MLI,GJT,1547.72294962
3338,MLI,LAS,2210.75178768
3339,MLI,MCO,1671.09243866
3340,MLI,MEM,714.053671841
3341,MLI,MSP,440.771743259
3342,MLI,ORD,223.99262424
3343,MLU,ATL,720.062437355
3344,MLU,DFW,469.933890919
3345,MLU,IAH,421.460838355
3346,MOB,ATL,486.089657238
3347,MOB,DFW,866.605066841
3348,MOB,IAH,685.856587168
3349,MOB,MEM,510.341949054
3350,MOB,ORD,1255.854575
3351,MOD,FAT,144.661886942
3352,MOD,LAX,469.668074521
3353,MOD,SFO,125.14385524
3354,MOD,SNA,520.359375271
3355,MOT,MSP,721.130915914
3356,MQT,GRB,215.596584862
3357,MQT,MKE,380.960556209
3358,MQT,MSN,388.9699978
3359,MQT,ORD,488.323697499
3360,MRY,DEN,1541.23311819
3361,MRY,FAT,190.698867534
3362,MRY,LAS,602.039402513
3363,MRY,LAX,428.695271124
3364,MRY,LGB,455.381245128
3365,MRY,ONT,476.828382628
3366,MRY,PHX,961.265148522
3367,MRY,PIH,1057.1017897
3368,MRY,SAN,603.955791759
3369,MRY,SFO,124.106977578
3370,MRY,SLC,974.851057096
3371,MSN,ATL,1139.85445483
3372,MSN,ATW,141.098595031
3373,MSN,CLE,645.261510678
3374,MSN,CPR,1390.51414049
3375,MSN,CVG,600.033919712
3376,MSN,CYS,1293.12912409
3377,MSN,DCA,1135.91345091
3378,MSN,DEN,1326.38136328
3379,MSN,DFW,1322.76213582
3380,MSN,DTW,499.992555458
3381,MSN,EWR,1282.75373704
3382,MSN,LGA,1303.86406776
3383,MSN,LNK,663.94387296
3384,MSN,MCI,620.223167993
3385,MSN,MEM,902.357242386
3386,MSN,MKE,119.076288061
3387,MSN,MLI,211.319954012
3388,MSN,MQT,388.9699978
3389,MSN,MSP,366.135256399
3390,MSN,ORD,174.526603776
3391,MSN,PUB,1384.66473863
3392,MSN,RFD,106.87849023
3393,MSO,COS,1181.4455356
3394,MSO,CPR,747.525980161
3395,MSO,DEN,1091.73177519
3396,MSO,GJT,977.265009346
3397,MSO,HLN,164.249868142
3398,MSO,IDA,410.102752765
3399,MSO,MSP,1626.23302615
3400,MSO,ORD,2139.53421245
3401,MSO,SLC,702.284160656
3402,MSP,ABQ,1577.53635287
3403,MSP,ALB,1572.7490301
3404,MSP,ALO,266.887898988
3405,MSP,ANC,4043.29251435
3406,MSP,ATL,1460.17041028
3407,MSP,ATW,379.895406777
3408,MSP,AUS,1679.42052867
3409,MSP,AVL,1386.09543269
3410,MSP,AZO,684.369583681
3411,MSP,BDL,1686.74890599
3412,MSP,BGR,1916.51958509
3413,MSP,BHM,1375.71618818
3414,MSP,BIL,1199.90601235
3415,MSP,BIS,620.610757523
3416,MSP,BJI,320.742631975
3417,MSP,BNA,1119.41754021
3418,MSP,BOI,1833.10840321
3419,MSP,BOS,1804.79509816
3420,MSP,BTV,1583.90022117
3421,MSP,BUF,1179.3122539
3422,MSP,BWI,1504.09507442
3423,MSP,BZN,1403.30696831
3424,MSP,CHS,1750.02376774
3425,MSP,CID,355.037887189
3426,MSP,CLE,999.220044541
3427,MSP,CLT,1496.53531416
3428,MSP,CMH,1005.83153378
3429,MSP,CMX,445.155419975
3430,MSP,COS,1165.02073565
3431,MSP,CPR,1082.60674741
3432,MSP,CVG,958.933926836
3433,MSP,CWA,282.273784731
3434,MSP,DAY,923.023730158
3435,MSP,DCA,1495.31015249
3436,MSP,DEN,1092.71107156
3437,MSP,DFW,1373.00176288
3438,MSP,DLH,232.108850636
3439,MSP,DSM,374.108719505
3440,MSP,DTW,848.506094744
3441,MSP,EAU,136.963811919
3442,MSP,EGE,1266.84415004
3443,MSP,EWR,1619.23272788
3444,MSP,FAI,3959.93264855
3445,MSP,FAR,358.838139224
3446,MSP,FCA,1646.57805486
3447,MSP,FLL,2396.76217121
3448,MSP,FNT,788.165083397
3449,MSP,FSD,315.579711139
3450,MSP,GEG,1886.58179702
3451,MSP,GFK,456.332003904
3452,MSP,GRB,405.056998114
3453,MSP,GRR,655.825415125
3454,MSP,GSO,1485.67326186
3455,MSP,GTF,1423.80327553
3456,MSP,HDN,1242.59057216
3457,MSP,HLN,1465.31495958
3458,MSP,HNL,6385.70060395
3459,MSP,HPN,1639.33321404
3460,MSP,IAD,1459.15173006
3461,MSP,IAH,1667.42716075
3462,MSP,ICT,877.77168625
3463,MSP,IDA,1507.34283956
3464,MSP,IND,808.615546035
3465,MSP,INL,410.029039055
3466,MSP,JAC,1400.12669843
3467,MSP,JAX,1890.87029424
3468,MSP,JFK,1651.78904439
3469,MSP,LAN,730.824096653
3470,MSP,LAS,2088.44335836
3471,MSP,LAX,2468.0729547
3472,MSP,LGA,1638.57734529
3473,MSP,LIT,1132.44816804
3474,MSP,LNK,532.979547642
3475,MSP,LSE,191.952257994
3476,MSP,MBS,743.770259202
3477,MSP,MCI,633.206715762
3478,MSP,MCO,2111.09499057
3479,MSP,MDT,1442.96461408
3480,MSP,MDW,560.487465644
3481,MSP,MEM,1128.61301148
3482,MSP,MHT,1753.91678262
3483,MSP,MIA,2418.82555443
3484,MSP,MKE,477.753572533
3485,MSP,MLI,440.771743259
3486,MSP,MOT,721.130915914
3487,MSP,MSN,366.135256399
3488,MSP,MSO,1626.23302615
3489,MSP,MSY,1676.29104409
3490,MSP,MYR,1746.22926137
3491,MSP,OKC,1118.74847312
3492,MSP,OMA,453.336012155
3493,MSP,ORD,537.155906862
3494,MSP,ORF,1679.42149369
3495,MSP,PDX,2289.37350309
3496,MSP,PHL,1574.90818575
3497,MSP,PHX,2052.32534392
3498,MSP,PIA,550.405197023
3499,MSP,PIR,561.735313349
3500,MSP,PIT,1167.10803518
3501,MSP,PSP,2337.05344705
3502,MSP,PVD,1793.30011474
3503,MSP,PWM,1824.17877974
3504,MSP,RAP,785.812148662
3505,MSP,RDU,1576.64532252
3506,MSP,RHI,305.504565226
3507,MSP,RIC,1559.41237542
3508,MSP,ROC,1257.47968153
3509,MSP,RST,122.553643062
3510,MSP,RSW,2282.94783621
3511,MSP,SAN,2463.54865479
3512,MSP,SAT,1768.34004435
3513,MSP,SAV,1758.55408795
3514,MSP,SBN,660.722836095
3515,MSP,SDF,971.317743563
3516,MSP,SEA,2245.54039815
3517,MSP,SFO,2552.18394428
3518,MSP,SGF,849.497874824
3519,MSP,SJC,2530.84884861
3520,MSP,SJU,3873.11181175
3521,MSP,SLC,1592.01780865
3522,MSP,SMF,2437.20358092
3523,MSP,SNA,2446.52688055
3524,MSP,STL,721.87281314
3525,MSP,SUX,375.249561459
3526,MSP,TPA,2105.42331551
3527,MSP,TUL,991.660769829
3528,MSP,TUS,2087.93235974
3529,MSP,TVC,602.811156134
3530,MSP,TYS,1274.8878147
3531,MSP,XNA,960.941291528
3532,MSY,ATL,683.792960043
3533,MSY,AUS,713.516688744
3534,MSY,BHM,517.069221721
3535,MSY,BNA,759.06969798
3536,MSY,BOS,2200.26514138
3537,MSY,BWI,1606.66552026
3538,MSY,CAE,967.024055204
3539,MSY,CLE,1478.04277996
3540,MSY,CLT,1047.54770343
3541,MSY,CVG,1129.42238153
3542,MSY,DAL,701.561338869
3543,MSY,DCA,1559.84068286
3544,MSY,DEN,1708.63052143
3545,MSY,DFW,719.66518573
3546,MSY,DTW,1492.74741852
3547,MSY,EWR,1878.02291835
3548,MSY,FLL,1083.16717986
3549,MSY,HOU,486.030267241
3550,MSY,IAD,1536.52280097
3551,MSY,IAH,489.689965963
3552,MSY,JAX,825.191830945
3553,MSY,JFK,1902.08444408
3554,MSY,LAS,2410.34221523
3555,MSY,LAX,2683.7025765
3556,MSY,LGA,1903.97213171
3557,MSY,MCI,1111.92171211
3558,MSY,MCO,885.797036172
3559,MSY,MDW,1330.80278935
3560,MSY,MEM,562.221317577
3561,MSY,MIA,1084.93674323
3562,MSY,MSP,1676.29104409
3563,MSY,ORD,1349.67479918
3564,MSY,PHL,1751.43536546
3565,MSY,PHX,2089.58568376
3566,MSY,RDU,1253.63676168
3567,MSY,SAT,794.373964148
3568,MSY,SEA,3354.05891245
3569,MSY,SFO,3070.36902139
3570,MSY,SLC,2296.93942662
3571,MSY,STL,973.905478478
3572,MSY,TPA,784.207630975
3573,MTH,ATL,1043.75876325
3574,MTJ,ATL,2171.59575321
3575,MTJ,DEN,315.769048425
3576,MTJ,DFW,1161.19884074
3577,MTJ,EWR,2882.79712363
3578,MTJ,IAH,1491.21994121
3579,MTJ,LAX,1070.49132636
3580,MTJ,ORD,1736.11284294
3581,MTJ,PUB,297.175968326
3582,MTJ,SLC,431.826634381
3583,MYR,ATL,509.144703603
3584,MYR,BOS,1188.3654719
3585,MYR,CLT,251.538237146
3586,MYR,CVG,787.620052964
3587,MYR,DTW,1024.99310958
3588,MYR,EWR,886.392600194
3589,MYR,IAD,600.26244975
3590,MYR,LGA,907.179318557
3591,MYR,MSP,1746.22926137
3592,MYR,PHL,762.893322782
3593,MYR,PIT,766.429364992
3594,OAJ,ATL,640.532047431
3595,OAK,ABQ,1427.64733269
3596,OAK,ATL,3421.43335999
3597,OAK,BFL,380.243078424
3598,OAK,BNA,3146.54247194
3599,OAK,BOI,823.313419134
3600,OAK,BOS,4325.61017346
3601,OAK,BUR,523.577805073
3602,OAK,BWI,3929.28077246
3603,OAK,DEN,1537.24302206
3604,OAK,DFW,2340.23639748
3605,OAK,FAT,245.239557037
3606,OAK,FLL,4139.7170047
3607,OAK,GEG,1165.25893051
3608,OAK,GJT,1202.30250831
3609,OAK,HNL,3874.49253313
3610,OAK,HOU,2639.18167496
3611,OAK,IAD,3868.38729113
3612,OAK,IAH,2616.84004579
3613,OAK,JFK,4136.4201091
3614,OAK,KOA,3826.05953259
3615,OAK,LAS,654.499018798
3616,OAK,LAX,542.904562638
3617,OAK,LGB,568.533517996
3618,OAK,MCI,2391.32337694
3619,OAK,MDW,2961.77025934
3620,OAK,OGG,3778.202909
3621,OAK,ONT,582.50916311
3622,OAK,ORD,2948.21369407
3623,OAK,PDX,875.651549617
3624,OAK,PHL,4032.52443233
3625,OAK,PHX,1038.56002954
3626,OAK,RNO,290.745480504
3627,OAK,SAN,718.590026141
3628,OAK,SEA,1082.0370089
3629,OAK,SLC,945.151498901
3630,OAK,SNA,597.393440031
3631,OAK,TUS,1201.60439191
3632,OAK,TWF,843.916582735
3633,OGG,ATL,7121.94496588
3634,OGG,DEN,5309.98593884
3635,OGG,DFW,5964.21125564
3636,OGG,HNL,161.710980036
3637,OGG,ITO,194.753130452
3638,OGG,KOA,135.113694701
3639,OGG,LAS,4334.48897389
3640,OGG,LAX,3996.70101744
3641,OGG,LIH,324.087686694
3642,OGG,OAK,3778.202909
3643,OGG,ORD,6726.40884169
3644,OGG,PDX,4123.55386798
3645,OGG,PHX,4573.33038192
3646,OGG,SAN,4084.77523804
3647,OGG,SEA,4249.70116749
3648,OGG,SFO,3761.56207048
3649,OGG,SLC,4721.05966618
3650,OGG,SMF,3867.41613047
3651,OGG,SNA,4040.07318908
3652,OKC,ABQ,819.275782943
3653,OKC,ATL,1222.03408987
3654,OKC,AUS,578.271171572
3655,OKC,BWI,1895.04829959
3656,OKC,CLE,1524.3330595
3657,OKC,CVG,1214.19933884
3658,OKC,DAL,291.462327538
3659,OKC,DEN,796.550219611
3660,OKC,DFW,282.4480675
3661,OKC,DTW,1446.42924249
3662,OKC,EWR,2128.31385151
3663,OKC,GJT,1051.54825489
3664,OKC,HOU,675.316408818
3665,OKC,IAH,637.63861357
3666,OKC,LAS,1584.35794141
3667,OKC,LAX,1906.80894603
3668,OKC,MCI,503.692023139
3669,OKC,MEM,693.731188803
3670,OKC,MSP,1118.74847312
3671,OKC,ONT,1831.35001194
3672,OKC,ORD,1114.59090966
3673,OKC,PHX,1338.94441104
3674,OKC,SAN,1825.97776415
3675,OKC,SAT,656.813008044
3676,OKC,SLC,1392.00919234
3677,OKC,SMF,2154.87457234
3678,OKC,STL,742.021831045
3679,OKC,TUL,178.593435993
3680,OMA,ATL,1321.45877523
3681,OMA,CID,353.908023966
3682,OMA,CVG,985.682422887
3683,OMA,DEN,758.395625936
3684,OMA,DFW,940.500033646
3685,OMA,DTW,1044.49486323
3686,OMA,EWR,1820.32744628
3687,OMA,IAH,1259.96328948
3688,OMA,LAS,1765.47731233
3689,OMA,MCI,244.506479357
3690,OMA,MDW,679.650420279
3691,OMA,MEM,867.085916678
3692,OMA,MKE,684.335047991
3693,OMA,MSN,577.221893446
3694,OMA,MSP,453.336012155
3695,OMA,ONT,2066.72935898
3696,OMA,ORD,668.089332975
3697,OMA,PHX,1668.03175949
3698,OMA,PIH,1387.46447101
3699,OMA,SAN,2110.06868186
3700,OMA,SBN,798.59642621
3701,OMA,SLC,1348.51120118
3702,OMA,STL,549.476457011
3703,OMA,TUS,1682.40295422
3704,OME,ANC,864.803597104
3705,OME,OTZ,294.240185423
3706,ONT,ABQ,1012.43471133
3707,ONT,ATL,3051.30604944
3708,ONT,AUS,1922.62446975
3709,ONT,BNA,2811.96072378
3710,ONT,BOI,1064.29373662
3711,ONT,COS,1268.05734008
3712,ONT,DEN,1316.14209593
3713,ONT,DFW,1908.9591974
3714,ONT,ELP,1076.6177269
3715,ONT,FAT,358.263277644
3716,ONT,GEG,1508.71648431
3717,ONT,GJT,986.284703232
3718,ONT,IAD,3601.11387702
3719,ONT,IAH,2142.94717861
3720,ONT,JFK,3902.34829372
3721,ONT,LAS,316.822275462
3722,ONT,LAX,75.4686606815
3723,ONT,MCI,2116.81345692
3724,ONT,MRY,476.828382628
3725,ONT,OAK,582.50916311
3726,ONT,OKC,1831.35001194
3727,ONT,OMA,2066.72935898
3728,ONT,PDX,1351.20743752
3729,ONT,PHX,521.516227723
3730,ONT,RNO,635.40982085
3731,ONT,SAN,151.978187303
3732,ONT,SAT,1874.06295646
3733,ONT,SBA,209.96752774
3734,ONT,SEA,1540.85319743
3735,ONT,SFO,584.944987916
3736,ONT,SJC,536.585618564
3737,ONT,SLC,898.149307031
3738,ONT,SMF,627.498924134
3739,ONT,STL,2483.36285562
3740,ONT,TUL,1985.4057314
3741,ONT,TUS,656.962990202
3742,ONT,TWF,975.643887898
3743,ORD,ABE,1050.724049
3744,ORD,ABQ,1796.49083418
3745,ORD,ALB,1160.88100778
3746,ORD,ANC,4569.82823569
3747,ORD,ASE,1627.08625988
3748,ORD,ATL,976.634694801
3749,ORD,ATW,258.162613804
3750,ORD,AUS,1575.05319714
3751,ORD,AVP,1013.94245069
3752,ORD,AZO,196.229005752
3753,ORD,BDL,1257.3793276
3754,ORD,BGM,983.797944855
3755,ORD,BHM,941.502363207
3756,ORD,BIL,1702.51321366
3757,ORD,BMI,187.203710554
3758,ORD,BNA,659.696195343
3759,ORD,BOI,2307.67905856
3760,ORD,BOS,1391.51987928
3761,ORD,BTR,1305.63200446
3762,ORD,BTV,1225.49962063
3763,ORD,BUF,759.884456768
3764,ORD,BWI,998.285977598
3765,ORD,BZN,1904.50527264
3766,ORD,CAE,1073.31826174
3767,ORD,CAK,551.477722805
3768,ORD,CHA,807.172167194
3769,ORD,CHS,1224.48247931
3770,ORD,CID,315.085416543
3771,ORD,CLE,506.728499924
3772,ORD,CLT,964.881950337
3773,ORD,CMH,474.951871338
3774,ORD,CMI,217.975871665
3775,ORD,COS,1463.34318691
3776,ORD,CPR,1523.8018575
3777,ORD,CRW,669.435664565
3778,ORD,CVG,425.516241915
3779,ORD,CWA,341.18346311
3780,ORD,DAB,1551.14754717
3781,ORD,DAY,386.230040804
3782,ORD,DBQ,235.872792068
3783,ORD,DCA,982.929676858
3784,ORD,DEN,1426.48241341
3785,ORD,DFW,1291.04571063
3786,ORD,DSM,480.254110707
3787,ORD,DTW,376.511431826
3788,ORD,EGE,1618.11933045
3789,ORD,ELP,1988.14902512
3790,ORD,EVV,439.569761205
3791,ORD,EWR,1154.82237304
3792,ORD,FAR,895.045774045
3793,ORD,FCA,2171.22259056
3794,ORD,FLL,1905.99328296
3795,ORD,FNT,358.566791719
3796,ORD,FSD,742.761679603
3797,ORD,FWA,251.708030083
3798,ORD,GEG,2404.96454688
3799,ORD,GJT,1767.09329099
3800,ORD,GPT,1291.28241791
3801,ORD,GRB,279.388099941
3802,ORD,GRR,219.797523007
3803,ORD,GSO,948.775668126
3804,ORD,GSP,930.12451802
3805,ORD,HDN,1620.65787888
3806,ORD,HNL,6821.298177
3807,ORD,HPN,1185.27480045
3808,ORD,HSV,822.492685048
3809,ORD,IAD,945.702678546
3810,ORD,IAH,1491.1167578
3811,ORD,ICT,944.953303518
3812,ORD,IND,285.68455858
3813,ORD,JAC,1866.51876438
3814,ORD,JAN,1092.28985434
3815,ORD,JAX,1392.86803317
3816,ORD,JFK,1188.21104743
3817,ORD,LAN,286.721220789
3818,ORD,LAS,2432.47533599
3819,ORD,LAX,2802.99684017
3820,ORD,LEX,520.724930054
3821,ORD,LGA,1177.42619567
3822,ORD,LGB,2788.50146667
3823,ORD,LIT,889.684534555
3824,ORD,LNK,748.814426192
3825,ORD,LSE,345.206424194
3826,ORD,MBS,357.001125098
3827,ORD,MCI,647.205037766
3828,ORD,MCO,1620.59412329
3829,ORD,MDT,954.186332237
3830,ORD,MEM,792.23060013
3831,ORD,MHT,1353.53256304
3832,ORD,MIA,1930.6441985
3833,ORD,MKE,107.741461058
3834,ORD,MLI,223.99262424
3835,ORD,MOB,1255.854575
3836,ORD,MQT,488.323697499
3837,ORD,MSN,174.526603776
3838,ORD,MSO,2139.53421245
3839,ORD,MSP,537.155906862
3840,ORD,MSY,1349.67479918
3841,ORD,MTJ,1736.11284294
3842,ORD,OAK,2948.21369407
3843,ORD,OGG,6726.40884169
3844,ORD,OKC,1114.59090966
3845,ORD,OMA,668.089332975
3846,ORD,ONT,2731.20933593
3847,ORD,ORF,1152.04106564
3848,ORD,PBI,1844.2782148
3849,ORD,PDX,2792.4896513
3850,ORD,PHL,1088.66389079
3851,ORD,PHX,2314.11695453
3852,ORD,PIA,209.021067762
3853,ORD,PIH,2022.02813704
3854,ORD,PIT,662.447244103
3855,ORD,PNS,1281.32646185
3856,ORD,PSP,2653.83328863
3857,ORD,PVD,1363.85638745
3858,ORD,PWM,1444.88871466
3859,ORD,RAP,1251.75190948
3860,ORD,RDU,1039.54262128
3861,ORD,RFD,101.336069791
3862,ORD,RIC,1031.97633844
3863,ORD,RNO,2683.92056435
3864,ORD,ROA,853.193813169
3865,ORD,ROC,847.466179007
3866,ORD,ROW,1748.94974275
3867,ORD,RST,431.251552546
3868,ORD,RSW,1806.99826504
3869,ORD,SAN,2768.90883387
3870,ORD,SAT,1677.94839749
3871,ORD,SAV,1245.84419918
3872,ORD,SBN,134.932950936
3873,ORD,SDF,461.623387332
3874,ORD,SEA,2762.63846993
3875,ORD,SFO,2964.88204949
3876,ORD,SGF,705.335307709
3877,ORD,SHV,1182.1007642
3878,ORD,SJC,2938.03456345
3879,ORD,SJU,3338.72933158
3880,ORD,SLC,2006.76279646
3881,ORD,SMF,2860.66937014
3882,ORD,SNA,2772.81183887
3883,ORD,SPI,280.307751784
3884,ORD,STL,415.548633015
3885,ORD,STT,3409.0655124
3886,ORD,SWF,1145.30652583
3887,ORD,SYR,974.211187633
3888,ORD,TOL,342.561195635
3889,ORD,TPA,1631.76992369
3890,ORD,TUL,941.745667953
3891,ORD,TUS,2310.21339999
3892,ORD,TVC,360.128033271
3893,ORD,TYS,764.792777771
3894,ORD,VPS,1284.54993348
3895,ORD,XNA,840.09042862
3896,ORF,ATL,829.962529959
3897,ORF,BNA,940.090101956
3898,ORF,BOS,753.508437924
3899,ORF,BWI,256.965697785
3900,ORF,CLE,699.552081641
3901,ORF,CLT,465.516102792
3902,ORF,CVG,779.736096524
3903,ORF,DFW,1947.96503928
3904,ORF,DTW,851.5214556
3905,ORF,EWR,457.678207731
3906,ORF,IAD,253.189063573
3907,ORF,IAH,1931.08456019
3908,ORF,JAX,874.058431183
3909,ORF,JFK,466.491644082
3910,ORF,LAS,3460.00818533
3911,ORF,MCO,1055.63950384
3912,ORF,MDW,1131.48737379
3913,ORF,MIA,1294.07602253
3914,ORF,MSP,1679.42149369
3915,ORF,ORD,1152.04106564
3916,ORF,PHL,341.577439262
3917,ORF,TPA,1155.8045688
3918,OTZ,ANC,880.193628745
3919,OTZ,OME,294.240185423
3920,OXR,LAX,79.0365038831
3921,OXR,ONT,148.746864041
3922,PBI,ATL,878.278439398
3923,PBI,BDL,1826.58561871
3924,PBI,BOS,1930.09722138
3925,PBI,BWI,1425.54460454
3926,PBI,CLE,1646.10550418
3927,PBI,CLT,952.308883043
3928,PBI,CVG,1439.67283933
3929,PBI,DCA,1383.18126698
3930,PBI,DEN,2700.98485417
3931,PBI,DFW,1772.67886427
3932,PBI,DTW,1752.5967648
3933,PBI,EWR,1650.90017766
3934,PBI,HPN,1703.90479825
3935,PBI,IAD,1385.785761
3936,PBI,IAH,1535.79260341
3937,PBI,IND,1559.28172542
3938,PBI,ISP,1696.3044991
3939,PBI,JFK,1657.65975687
3940,PBI,LAS,3467.76128239
3941,PBI,LGA,1668.83006921
3942,PBI,MDW,1819.52101288
3943,PBI,ORD,1844.2782148
3944,PBI,PHL,1534.18429564
3945,PBI,PIT,1535.94765539
3946,PBI,RSW,165.848751141
3947,PBI,SWF,1737.24531058
3948,PBI,TPA,280.495010977
3949,PDX,ABQ,1787.1722822
3950,PDX,ANC,2477.54540581
3951,PDX,ATL,3490.2199638
3952,PDX,BOI,552.774163624
3953,PDX,BOS,4073.55945904
3954,PDX,BUR,1316.81336078
3955,PDX,CLT,3665.60239041
3956,PDX,CVG,3171.71476945
3957,PDX,DEN,1592.62722986
3958,PDX,DFW,2597.83009298
3959,PDX,DTW,3135.88992119
3960,PDX,EUG,169.908573938
3961,PDX,EWR,3907.72339224
3962,PDX,GEG,447.948889137
3963,PDX,HNL,4189.5325698
3964,PDX,IAD,3737.38059096
3965,PDX,IAH,2934.60608371
3966,PDX,JFK,3940.06403167
3967,PDX,LAS,1228.02459455
3968,PDX,LAX,1343.49691032
3969,PDX,MCI,2379.49075769
3970,PDX,MCO,4074.45983584
3971,PDX,MDW,2811.77682865
3972,PDX,MFR,358.228698452
3973,PDX,MSP,2289.37350309
3974,PDX,OAK,875.651549617
3975,PDX,OGG,4123.55386798
3976,PDX,ONT,1351.20743752
3977,PDX,ORD,2792.4896513
3978,PDX,PHL,3863.7219229
3979,PDX,PHX,1625.5960139
3980,PDX,PIH,850.036573264
3981,PDX,PSC,279.407067204
3982,PDX,PSP,1406.89251504
3983,PDX,RDM,187.171899322
3984,PDX,RNO,715.805549243
3985,PDX,SAN,1503.08859086
3986,PDX,SEA,208.090370155
3987,PDX,SFO,886.666247525
3988,PDX,SJC,916.674797888
3989,PDX,SLC,1012.05333553
3990,PDX,SMF,771.204939081
3991,PDX,SNA,1384.96757632
3992,PFN,ATL,398.903091942
3993,PFN,CVG,987.269449384
3994,PFN,MEM,670.988829939
3995,PFN,TLH,129.592270312
3996,PHF,ATL,817.473423633
3997,PHF,BOS,747.295853751
3998,PHF,FLL,1277.7342892
3999,PHF,LGA,464.462466535
4000,PHF,MCO,1067.19612922
4001,PHL,ALB,341.775574197
4002,PHL,ATL,1071.92579087
4003,PHL,ATW,1197.33680443
4004,PHL,BDL,314.765510611
4005,PHL,BNA,1084.63990316
4006,PHL,BOS,450.287490227
4007,PHL,BTV,539.769193782
4008,PHL,BUF,448.600502692
4009,PHL,BWI,144.902239535
4010,PHL,CLE,583.300055418
4011,PHL,CLT,721.703062286
4012,PHL,CMH,652.468210067
4013,PHL,CVG,814.303887242
4014,PHL,DCA,191.668057195
4015,PHL,DEN,2501.18717311
4016,PHL,DFW,2093.52962886
4017,PHL,DTW,728.276073965
4018,PHL,EGE,2694.40590915
4019,PHL,FLL,1601.13659448
4020,PHL,HOU,2147.96975409
4021,PHL,IAD,216.478021324
4022,PHL,IAH,2130.1518756
4023,PHL,IND,944.194677892
4024,PHL,JAX,1195.61909594
4025,PHL,JFK,150.662111469
4026,PHL,LAS,3495.52978487
4027,PHL,LAX,3857.52665117
4028,PHL,LGA,153.644869295
4029,PHL,MCO,1388.99479877
4030,PHL,MDW,1073.26744114
4031,PHL,MEM,1405.3951866
4032,PHL,MHT,465.405306759
