STATION,STATION_NAME,DATE,PRCP,SNWD,TMAX,TMIN,AWND,WDF2,WDF5,WSF2,WSF5,PGTM
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20080108,0,-9999,267,156,30,110,110,76,89,1058
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20080109,0,-9999,244,133,23,270,290,58,63,1433
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20080110,3,-9999,261,156,29,200,210,67,76,1443
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20080111,0,-9999,256,139,41,170,160,94,107,1332
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20080112,18,-9999,261,161,38,170,170,89,103,1259
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20080113,3,-9999,250,150,31,190,200,72,81,1142
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20080114,0,-9999,194,106,41,360,10,81,107,933
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20080115,0,-9999,183,78,34,10,360,76,98,1018
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20080116,0,-9999,244,106,67,120,120,116,143,1321
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20080117,140,-9999,233,178,51,160,170,116,143,833
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20080118,10,-9999,206,172,26,10,10,45,58,1148
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20080119,168,-9999,261,150,54,220,200,130,170,1845
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20080120,0,-9999,156,72,61,330,320,107,143,57
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20080121,0,-9999,244,61,61,80,70,103,130,1348
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20080122,102,-9999,272,144,43,100,110,107,134,1704
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20080123,99,-9999,228,156,21,280,280,63,72,445
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20080124,0,-9999,206,150,25,350,350,81,107,1848
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20080125,0,-9999,206,94,51,60,60,89,107,949
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20080126,13,-9999,228,100,26,200,220,54,63,1546
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20080127,10,-9999,206,106,44,360,10,89,116,732
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20080128,0,-9999,206,72,25,50,50,54,72,1125
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20080129,0,-9999,233,61,51,160,170,98,125,1330
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20080130,0,-9999,244,172,55,180,180,94,107,1339
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20080131,0,-9999,261,133,42,180,170,94,107,1409
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20080201,0,-9999,239,122,47,160,160,103,130,1003
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20080202,0,-9999,239,83,22,280,280,63,67,1648
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20080203,0,-9999,250,139,17,270,260,54,58,1611
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20080204,0,-9999,278,150,26,200,190,67,81,1456
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20080205,3,-9999,278,161,36,150,170,89,107,1146
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20080206,0,-9999,267,172,51,170,180,94,125,1627
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20080207,0,-9999,267,211,54,180,200,81,98,1340
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20080208,91,-9999,250,172,24,280,280,72,81,247
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20080209,15,-9999,233,156,23,320,320,63,72,1747
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20080210,0,-9999,250,117,34,60,60,76,103,1037
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20080211,33,-9999,256,83,45,100,100,98,116,1201
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20080212,163,-9999,250,144,39,130,110,76,103,1116
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20080213,8,-9999,228,122,52,310,300,107,134,1702
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20080214,0,-9999,211,78,26,330,280,54,63,1622
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20080215,0,-9999,239,100,28,290,270,63,81,1542
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20080216,0,-9999,272,139,34,100,100,63,76,2257
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20080217,0,-9999,272,161,59,180,170,94,107,1555
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20080218,0,-9999,261,183,51,190,190,94,107,1113
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20080219,0,-9999,222,133,38,330,360,72,89,1602
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20080220,0,-9999,233,100,37,60,60,72,81,954
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20080221,0,-9999,278,161,48,180,160,81,98,1701
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20080222,0,-9999,267,194,51,190,200,81,98,1357
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20080223,13,-9999,261,206,47,190,200,81,103,1241
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20080224,0,-9999,256,167,17,260,240,54,67,1507
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20080225,0,-9999,244,178,17,260,200,45,58,2123
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20080226,13,-9999,267,189,66,280,270,125,143,2335
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20080227,0,-9999,211,111,69,340,310,107,139,603
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20080228,0,-9999,161,56,40,360,360,76,94,1440
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20080229,0,-9999,239,56,34,100,100,72,98,1246
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20080301,0,-9999,250,111,29,320,320,76,89,1707
